artist,attack,collectible,cost,durability,dust,entourage,faction,flavor,health,howToEarn,howToEarnGolden,id,mechanics,name,overload,playRequirements,playerClass,race,rarity,set,spellDamage,targetingArrowText,text,type
Paul Warzecha,2.0,True,3.0,,"[40, 400, 5, 50]",,,"Tauren Warrior: Champion of Mulgore, Slayer of Quilboar, Rider of Thunderbluff Elevators.",3.0,,,EX1_390,"['ENRAGED', 'TAUNT']",Tauren Warrior,,,NEUTRAL,,COMMON,EXPERT1,,,<b>Taunt</b>. <b>Enrage:</b> +3 Attack,MINION
Daren Bader,,True,2.0,,"[100, 800, 20, 100]",,,Sometimes it's as simple as putting on a fake mustache and pointing at someone else.,,,,EX1_533,['SECRET'],Misdirection,,,HUNTER,,RARE,EXPERT1,,,"<b>Secret:</b> When a character attacks your hero, instead he attacks another random character.",SPELL
 James Ryman,3.0,True,7.0,,"[1600, 3200, 400, 1600]",,,Nobody rocks a monocle like Eadric.,7.0,,,AT_081,['BATTLECRY'],Eadric the Pure,,,PALADIN,,LEGENDARY,TGT,,,"<b>Battlecry:</b> Change all enemy minions'
Attack to 1.",MINION
Trent Kaniuga,,True,0.0,,,,,Totem-stomping is no longer recommended.,,Unlocked at Level 6.,Unlocked at Level 28.,EX1_244,,Totemic Might,,,SHAMAN,,COMMON,CORE,,,Give your Totems +2 Health.,SPELL
Sean O’Daniels,,True,4.0,,,,,"When a bear rears back and extends his arms, he's about to Swipe!  ... or hug.",,Unlocked at Level 8.,Unlocked at Level 47.,CS2_012,,Swipe,,"{'REQ_TARGET_TO_PLAY': 0, 'REQ_ENEMY_TARGET': 0}",DRUID,,COMMON,CORE,,,Deal $4 damage to an enemy and $1 damage to all other enemies.,SPELL
Brian Despain,2.0,True,3.0,,"[40, 400, 5, 50]",,,"""Overheat threshold exceeded. System failure. Wheat clog in port two. Shutting down.""",3.0,,,EX1_556,['DEATHRATTLE'],Harvest Golem,,,NEUTRAL,MECHANICAL,COMMON,EXPERT1,,,<b>Deathrattle:</b> Summon a 2/1 Damaged Golem.,MINION
Matt Dixon,2.0,True,4.0,,"[40, 400, 5, 50]",,,"Ironically, the natural enemy of the snobold is THE CANDLE.",6.0,,,AT_093,,Frigid Snobold,,,NEUTRAL,,COMMON,TGT,1.0,,<b>Spell Damage +1</b>,MINION
Vance Kovacs,,True,4.0,,,,,"Consecrated ground glows with Holy energy.  But it smells a little, too.",,Unlocked at Level 4.,Unlocked at Level 43.,CS2_093,,Consecration,,,PALADIN,,COMMON,CORE,,,Deal $2 damage to all enemies.,SPELL
Matt Gaser,3.0,True,4.0,,"[100, 800, 20, 100]",,,"The box says, ""New and improved, with 200% more fel!""",5.0,,,GVG_020,,Fel Cannon,,,WARLOCK,MECHANICAL,RARE,GVG,,,"At the end of your turn, deal 2 damage to a non-Mech minion.",MINION
John Polidora,5.0,True,6.0,,,,HORDE,One Insane Rocketeer.   One Rocket full of Explosives.   Infinite Fun.,2.0,,Unlocked at Shaman Level 59.,CS2_213,['CHARGE'],Reckless Rocketeer,,,NEUTRAL,,FREE,CORE,,,<b>Charge</b>,MINION
Jim Nelson,4.0,True,4.0,2.0,,,,"""Take a bite outta Death."" - McScruff the Deathlord",,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",FP1_021,['DEATHRATTLE'],Death's Bite,,,WARRIOR,,COMMON,NAXX,,,<b>Deathrattle:</b> Deal 1 damage to all minions.,WEAPON
Zoltan & Gabor,6.0,True,6.0,,,,,"""INFERNOOOOOOOOOO!"" - Jaraxxus, Eredar Lord of the Burning Legion",6.0,Unlocked at Level 10.,Unlocked at Level 23.,CS2_064,['BATTLECRY'],Dread Infernal,,,WARLOCK,DEMON,COMMON,CORE,,,<b>Battlecry:</b> Deal 1 damage to ALL other characters.,MINION
Stanley Lau,2.0,True,3.0,,,,,Druids who fought too long in Northrend were easily seduced by Ragnaros; a mug of hot chocolate was generally all it took.,2.0,"Unlocked in Molten Core, in the Blackrock Mountain adventure.","Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",BRM_010,['CHOOSE_ONE'],Druid of the Flame,,,DRUID,,COMMON,BRM,,,<b>Choose One</b> - Transform into a 5/2 minion; or a 2/5 minion.,MINION
A.J. Nazzaro,,True,1.0,,,,,Was petrified when it found out it didn't make the cut for Azerothean Idol.,,"Unlocked in the Hall of Explorers, in the League of Explorers adventure.","Crafting unlocked in the Hall of Explorers, in the League of Explorers adventure.",LOE_115,['CHOOSE_ONE'],Raven Idol,,,DRUID,,COMMON,LOE,,,"<b>Choose One -</b>
<b>Discover</b> a minion; or <b>Discover</b> a spell.",SPELL
Jaemin Kim,3.0,True,2.0,,"[40, 400, 5, 50]",,,"He pays homage to Morgl, the great murloc oracle! (Who doesn't??)",2.0,,,GVG_064,,Puddlestomper,,,NEUTRAL,MURLOC,COMMON,GVG,,,,MINION
Tooth,4.0,True,3.0,,"[100, 800, 20, 100]",,,I have great deal for you... for 4 damage to your face!,3.0,,,AT_032,['BATTLECRY'],Shady Dealer,,,ROGUE,,RARE,TGT,,,"<b>Battlecry:</b> If you have a Pirate, gain +1/+1.",MINION
Miguel Coimbra,,True,6.0,,"[100, 800, 20, 100]",,,Often followed by Holy Smokes!,,,,EX1_624,,Holy Fire,,{'REQ_TARGET_TO_PLAY': 0},PRIEST,,RARE,EXPERT1,,,Deal $5 damage. Restore #5 Health to your hero.,SPELL
Zoltan & Gabor,,True,0.0,,"[40, 400, 5, 50]",,,"Reserved for enemy spellcasters, evil liches from beyond the grave, and karaoke nights at the Grim Guzzler.",,,,EX1_332,['SILENCE'],Silence,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PRIEST,,COMMON,EXPERT1,,,<b>Silence</b> a minion.,SPELL
Lars Grant-West,2.0,True,3.0,,"[100, 800, 20, 100]",,,"The Sholazar Basin is home to a lot of really horrible things. If you're going to visit, wear bug spray.  And plate armor.",3.0,,,EX1_170,['POISONOUS'],Emperor Cobra,,,NEUTRAL,BEAST,RARE,EXPERT1,,,Destroy any minion damaged by this minion.,MINION
Tooth,7.0,True,10.0,,"[1600, 3200, 400, 1600]",,,I spell your doom... Y-O-U-R D-O-O-M!,5.0,,,OG_134,['BATTLECRY'],"Yogg-Saron, Hope's End",,,NEUTRAL,,LEGENDARY,OG,,,<b>Battlecry:</b> Cast a random spell for each spell you've cast this game <i>(targets chosen randomly)</i>.,MINION
Trevor Jacobs,,True,1.0,,,,,"Rogues guard the secrets to poison-making carefully, lest magi start incorporating poison into their spells.  Poisonbolt? Rain of Poison?  Poison Elemental?  Nobody wants that.",,Unlocked at Level 1.,Unlocked at Level 43.,CS2_074,,Deadly Poison,,{'REQ_WEAPON_EQUIPPED': 0},ROGUE,,FREE,CORE,,,Give your weapon +2 Attack.,SPELL
Slawomir Maniak,5.0,True,5.0,,"[100, 800, 20, 100]",,,Yogg-Saron always likes to complain about how he has too many servants and there are too many mouths to feed.,4.0,,,OG_087,['BATTLECRY'],Servant of Yogg-Saron,,,MAGE,,RARE,OG,,,<b>Battlecry:</b> Cast a random spell that costs (5) or less <i>(targets chosen randomly)</i>.,MINION
Nate Bowden,2.0,True,2.0,3.0,"[40, 400, 5, 50]",,,"Yo, that's a nice axe.",,,,EX1_247,,Stormforged Axe,1.0,,SHAMAN,,COMMON,EXPERT1,,,<b>Overload:</b> (1),WEAPON
Chris Rahn,2.0,True,3.0,,"[100, 800, 20, 100]",,,Likes: Hiking and the great outdoors. Dislikes: Goblin shredders and sandals. (Can’t find any that fit!).,4.0,,,GVG_032,['CHOOSE_ONE'],Grove Tender,,,DRUID,,RARE,GVG,,,<b>Choose One -</b> Give each player a Mana Crystal; or Each player draws a card.,MINION
Danny Beck,4.0,True,2.0,,"[100, 800, 20, 100]",,,"When pirates say there is no ""Eye"" in ""team,"" they are very literal about it.",1.0,,,GVG_025,,One-eyed Cheat,,,ROGUE,PIRATE,RARE,GVG,,,"Whenever you summon a Pirate, gain <b>Stealth</b>.",MINION
Dan Scott,,True,3.0,,"[100, 800, 20, 100]",,,It's like an ocean of liquid magma in your mouth!,,,,EX1_241,,Lava Burst,2.0,{'REQ_TARGET_TO_PLAY': 0},SHAMAN,,RARE,EXPERT1,,,Deal $5 damage. <b>Overload:</b> (2),SPELL
Alex Horley Orlandelli,4.0,True,7.0,,"[1600, 3200, 400, 1600]",,,What's more boss than riding a parrot with a jawbone for a shoulderpad while wielding a giant hook-lance-thing and wearing a pirate hat?  NOTHING.,6.0,,,AT_070,['CHARGE'],Skycap'n Kragg,,,NEUTRAL,PIRATE,LEGENDARY,TGT,,,"<b>Charrrrrge</b>
Costs (1) less for each friendly Pirate.",MINION
Jesper Ejsing,4.0,True,3.0,,"[400, 1600, 100, 400]",,,"Goes by ""MC ElfyElf"".",2.0,,,AT_117,['BATTLECRY'],Master of Ceremonies,,,NEUTRAL,,EPIC,TGT,,,"<b>Battlecry:</b> If you have a minion with <b>Spell Damage</b>, gain +2/+2.",MINION
Matt Dixon,1.0,True,4.0,,"[100, 800, 20, 100]",,,"This robot is a lean, mean, butlerin' machine.",4.0,,,GVG_094,,Jeeves,,,NEUTRAL,MECHANICAL,RARE,GVG,,,"At the end of each player's turn, that player draws until they have 3 cards.",MINION
James Zhang,3.0,True,2.0,,"[40, 400, 5, 50]",,,Elekk jousting is AWESOME.,2.0,,,AT_058,['BATTLECRY'],King's Elekk,,,HUNTER,BEAST,COMMON,TGT,,,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, draw it.",MINION
Jason Kang,0.0,True,5.0,,,,,Sometimes it feels like it's always the same slackers that are waiting for a summon.,6.0,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",LOE_086,,Summoning Stone,,,NEUTRAL,,RARE,LOE,,,"Whenever you cast a spell, summon a random minion of the same Cost.",MINION
Matt Dixon,2.0,True,1.0,,"[400, 1600, 100, 400]",,,"Shadowbomber does her job, but she's kind of phoning it in at this point.",1.0,,,GVG_009,['BATTLECRY'],Shadowbomber,,,PRIEST,,EPIC,GVG,,,<b>Battlecry:</b> Deal 3 damage to each hero.,MINION
Jerry Mascho,1.0,True,1.0,,"[400, 1600, 100, 400]",,,Nobody expects the Vilefin Inquisition!,3.0,,,OG_006,['BATTLECRY'],Vilefin Inquisitor,,,PALADIN,MURLOC,EPIC,OG,,,<b>Battlecry:</b> Your Hero Power becomes 'Summon a   1/1 Murloc.',MINION
Matt Dixon,1.0,True,2.0,,,,,"""Goodness! What… abundant drool you have.""",1.0,"Unlocked in the Opera, in One Night in Karazhan.","Crafting unlocked in the Opera, in One Night in Karazhan.",KAR_005,['DEATHRATTLE'],Kindly Grandmother,,,HUNTER,BEAST,COMMON,KARA,,,<b>Deathrattle:</b> Summon a 3/2 Big Bad Wolf.,MINION
Richard Wright,,True,2.0,,"[40, 400, 5, 50]",,,"You'll never guess what's in that conveniently bear-sized, bear-smelling box. ",,,,AT_060,['SECRET'],Bear Trap,,,HUNTER,,COMMON,TGT,,,"<b>Secret:</b> After your hero is attacked, summon a 3/3 Bear with <b>Taunt</b>.",SPELL
Samwise,8.0,True,12.0,,"[400, 1600, 100, 400]",,,His mother said that he was just big boned.,8.0,,,EX1_105,,Mountain Giant,,,NEUTRAL,,EPIC,EXPERT1,,,Costs (1) less for each other card in your hand.,MINION
Raymond Swanland,,True,3.0,,,,,"If you miss, it leaves a lightning-bolt-shaped scar on your target.",,Unlocked at Level 8.,Unlocked at Level 43.,EX1_622,,Shadow Word: Death,,"{'REQ_TARGET_MIN_ATTACK': 5, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PRIEST,,COMMON,CORE,,,Destroy a minion with an Attack of 5 or more.,SPELL
James Ryman,7.0,True,7.0,,"[1600, 3200, 400, 1600]",,,"Even after all this time, Gul'dan still makes Cho'gall go get donuts and coffee.",7.0,,,OG_121,['BATTLECRY'],Cho'gall,,,WARLOCK,,LEGENDARY,OG,,,<b>Battlecry:</b> The next spell you cast this turn costs Health instead of Mana.,MINION
Christopher Moeller,5.0,True,8.0,,"[1600, 3200, 400, 1600]",,,"When Sneed was defeated in the Deadmines, his shredder was sold at auction to an anonymous buyer. (Probably Hogger.)",7.0,,,GVG_114,['DEATHRATTLE'],Sneed's Old Shredder,,,NEUTRAL,MECHANICAL,LEGENDARY,GVG,,,<b>Deathrattle:</b> Summon a random <b>Legendary</b> minion.,MINION
James Ryman,4.0,True,4.0,,"[40, 400, 5, 50]",,,She was born to be something.  She is just not quite sure what yet...,4.0,,,AT_040,['BATTLECRY'],Wildwalker,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0, 'REQ_TARGET_WITH_RACE': 20}",DRUID,,COMMON,TGT,,,<b>Battlecry:</b> Give a friendly Beast +3 Health.,MINION
Daren Bader,1.0,True,3.0,,,,HORDE,"He likes to act like he's in charge, but the silverback matriarch actually runs things.",4.0,,Unlocked at Warrior Level 53.,CS2_127,['TAUNT'],Silverback Patriarch,,,NEUTRAL,BEAST,COMMON,CORE,,,<b>Taunt</b>,MINION
Todd Lockwood,4.0,True,5.0,,"[40, 400, 5, 50]",,,"""Evil Eye Watcher of Doom"" was the original name, but marketing felt it was a bit too aggressive.",4.0,,,GVG_100,,Floating Watcher,,,WARLOCK,DEMON,COMMON,GVG,,,"Whenever your hero takes damage on your turn, gain +2/+2.",MINION
Mike Sass,,True,3.0,,"[100, 800, 20, 100]",,,It's always Huffer.,,,,AT_005,,Polymorph: Boar,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",MAGE,,RARE,TGT,,,Transform a minion into a 4/2 Boar with <b>Charge</b>.,SPELL
Sean O’Daniels,0.0,True,3.0,,"[100, 800, 20, 100]",,,WARNING.  WARNING.  WARNING.,3.0,,,EX1_006,,Alarm-o-Bot,,,NEUTRAL,MECHANICAL,RARE,EXPERT1,,,"At the start of your turn, swap this minion with a random one in your hand.",MINION
Dan Scott,4.0,True,4.0,,"[40, 400, 5, 50]",,,"Once upon a time, only goblins piloted shredders. These days, everyone from Doomsayer to Lorewalker Cho seems to ride one.",3.0,,,GVG_096,['DEATHRATTLE'],Piloted Shredder,,,NEUTRAL,MECHANICAL,COMMON,GVG,,,<b>Deathrattle:</b> Summon a random 2-Cost minion.,MINION
Alex Horley Orlandelli,5.0,True,5.0,,"[40, 400, 5, 50]",,,What did the pits ever do to you?,6.0,,,AT_101,,Pit Fighter,,,NEUTRAL,,COMMON,TGT,,,,MINION
Christopher Moeller,,True,3.0,,"[100, 800, 20, 100]",,,"An umbrella won't be effective, I'm afraid.",,,,EX1_259,,Lightning Storm,2.0,,SHAMAN,,RARE,EXPERT1,,,Deal $2-$3 damage to all enemy minions. <b>Overload:</b> (2),SPELL
Erik Ko,1.0,True,1.0,,"[100, 800, 20, 100]",,,She’s smaller than her sisters Mediumwarden and Heavywarden.,2.0,,,EX1_001,,Lightwarden,,,NEUTRAL,,RARE,EXPERT1,,,"Whenever a character is healed, gain +2 Attack.",MINION
Zoltan Boros,,True,1.0,,,,,You have chosen poorly.,,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",LOE_027,['SECRET'],Sacred Trial,,,PALADIN,,COMMON,LOE,,,"<b>Secret:</b> After your opponent has at least 3 minions and plays another, destroy it.",SPELL
Daria Tuzova,2.0,True,1.0,,,,,"Once upon a midnight restive, Medivh pondered, feeling festive!",2.0,"Unlocked in the Prologue, in One Night in Karazhan.","Crafting unlocked in the Prologue, in One Night in Karazhan.",KAR_300,,Enchanted Raven,,,DRUID,BEAST,COMMON,KARA,,,,MINION
Benjamin Zhang,5.0,True,4.0,,"[40, 400, 5, 50]",,,"The message, ""If found, please return to Mulgore,"" is tattooed on his rear.",4.0,,,GVG_071,,Lost Tallstrider,,,NEUTRAL,BEAST,COMMON,GVG,,,,MINION
Raymond Swanland,2.0,True,2.0,,"[40, 400, 5, 50]",,,He chooses to believe what he is programmed to believe!,2.0,,,GVG_058,['DIVINE_SHIELD'],Shielded Minibot,,,PALADIN,MECHANICAL,COMMON,GVG,,,<b>Divine Shield</b>,MINION
Zoltan & Gabor,3.0,True,3.0,2.0,"[100, 800, 20, 100]",,,"People assume that shamans control the elements, but really, they have to ask them stuff and the elements are like, ""Yeah ok, sure.""",,,,GVG_036,['DEATHRATTLE'],Powermace,,,SHAMAN,,RARE,GVG,,,<b>Deathrattle:</b> Give a random friendly Mech +2/+2.,WEAPON
Justin Sweet,4.0,True,5.0,,"[40, 400, 5, 50]",,HORDE,"She'll craft you a sword, but you'll need to bring her 5 Steel Ingots, 3 Motes of Earth, and the scalp of her last customer.",6.0,,,CS2_221,['ENRAGED'],Spiteful Smith,,,NEUTRAL,,COMMON,EXPERT1,,,<b>Enrage:</b> Your weapon has +2 Attack.,MINION
Samwise,4.0,True,2.0,,"[40, 400, 5, 50]",,,"Often excluded from dinner parties.  To be fair, he is very boaring.",1.0,,,OG_326,,Duskboar,,,NEUTRAL,BEAST,COMMON,OG,,,,MINION
Steve Hui,,True,1.0,,"[40, 400, 5, 50]",,,Rogues conceal everything but their emotions.  You can't get 'em to shut up about feelings.,,,,EX1_128,,Conceal,,,ROGUE,,COMMON,EXPERT1,,,Give your minions <b>Stealth</b> until your next turn.,SPELL
Dan Scott,2.0,True,3.0,,"[100, 800, 20, 100]",,,Meets monthly with the gladiators to discuss career goals.,5.0,,,AT_110,['INSPIRE'],Coliseum Manager,,,NEUTRAL,,RARE,TGT,,,<b>Inspire:</b> Return this minion to your hand.,MINION
Trevor Jacobs,2.0,True,3.0,,"[40, 400, 5, 50]",,HORDE,Their wings are silent but their screech is... whatever the opposite of silent is.,1.0,,,CS2_203,['BATTLECRY'],Ironbeak Owl,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",NEUTRAL,BEAST,COMMON,EXPERT1,,<b>Silence</b> a minion.,<b>Battlecry:</b> <b>Silence</b> a minion.,MINION
Hideaki Takamura,1.0,True,2.0,,"[100, 800, 20, 100]",,ALLIANCE,"She’s trying to kick the habit, but still takes some mana whenever she has a stressful day.",3.0,,,EX1_055,,Mana Addict,,,NEUTRAL,,RARE,EXPERT1,,,"Whenever you cast a spell, gain +2 Attack this turn.",MINION
Zoltan Boros ,3.0,True,2.0,,"[40, 400, 5, 50]",,,Almost went to play for Stormwind before signing with Undercity.,2.0,,,AT_030,['COMBO'],Undercity Valiant,,{'REQ_TARGET_FOR_COMBO': 0},ROGUE,,COMMON,TGT,,Deal 1 damage.,<b>Combo:</b> Deal 1 damage.,MINION
John Polidora,3.0,True,3.0,,"[40, 400, 5, 50]",,,The Silver Hand is the best paladin organization.  The Argent Crusaders are super jealous.,3.0,,,AT_100,['INSPIRE'],Silver Hand Regent,,,NEUTRAL,,COMMON,TGT,,,<b>Inspire:</b> Summon a 1/1 Silver Hand Recruit.,MINION
L. Lullabi & Nutchapol ,2.0,True,3.0,,"[40, 400, 5, 50]",,,"Yeah, I think we can agree that killing the squirming tentacle first is a good idea.",4.0,,,OG_327,['TAUNT'],Squirming Tentacle,,,NEUTRAL,,COMMON,OG,,,<b>Taunt</b>,MINION
Dan Scott,2.0,True,3.0,,"[100, 800, 20, 100]",,,"C’Thun’s recruiting pitch involves cookies, which is why it’s the most popular Old God.",1.0,,,OG_162,"['BATTLECRY', 'RITUAL']",Disciple of C'Thun,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_NONSELF_TARGET': 0}",NEUTRAL,,RARE,OG,,,<b>Battlecry:</b> Deal 2 damage. Give your C'Thun +2/+2 <i>(wherever it is)</i>.,MINION
Jaemin Kim,,True,4.0,,"[100, 800, 20, 100]",,,The shrapnel is waaaaay worse than the explosion.,,,,GVG_045,,Imp-losion,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",WARLOCK,,RARE,GVG,,,Deal $2-$4 damage to a minion. Summon a 1/1 Imp for each damage dealt.,SPELL
Ruan Jia,8.0,True,9.0,,,,,"They call him ""Blackwing"" because he's a black dragon...... and he's got wings.",8.0,"Unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.","Crafting unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.",BRM_030,['BATTLECRY'],Nefarian,,,NEUTRAL,DRAGON,LEGENDARY,BRM,,,<b>Battlecry:</b> Add 2 random spells to your hand <i>(from your opponent's class)</i>.,MINION
Joe Wilson,2.0,True,2.0,2.0,"[100, 800, 20, 100]",,,"The stripes make it look like a candy cane, but we recommend against licking it.",,,,AT_077,['BATTLECRY'],Argent Lance,,,PALADIN,,RARE,TGT,,,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, +1 Durability.",WEAPON
Ralph Horsley,7.0,True,7.0,,"[100, 800, 20, 100]",,ALLIANCE,"Just mail him a package with a name and 10,000 gold.  He'll take care of the rest.",5.0,,,CS2_161,['STEALTH'],Ravenholdt Assassin,,,NEUTRAL,,RARE,EXPERT1,,,<b>Stealth</b>,MINION
Zoltan Boros,,True,2.0,,,,,Five years of tap-dancing lessons are FINALLY going to pay off!,,"Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",LOE_021,['SECRET'],Dart Trap,,,HUNTER,,COMMON,LOE,,,"<b>Secret:</b> After an opposing <b>Hero Power</b> is used, deal $5 damage to a random enemy.",SPELL
Tyson Murphy,4.0,True,6.0,,,,,Reno is a four-time winner of the 'Best Accessorized Explorer' award.,6.0,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",LOE_011,['BATTLECRY'],Reno Jackson,,,NEUTRAL,,LEGENDARY,LOE,,,"<b>Battlecry:</b> If your deck contains no more than 1 of any card, fully heal your hero.",MINION
Trent Kaniuga,4.0,True,5.0,,"[40, 400, 5, 50]",,,Coming soon... to a tuskarr village near you!,4.0,,,AT_119,['INSPIRE'],Kvaldir Raider,,,NEUTRAL,,COMMON,TGT,,,<b>Inspire:</b> Gain +2/+2.,MINION
Trent Kaniuga,,True,2.0,,"[40, 400, 5, 50]",,,What's cooler than being cool?,,,,OG_081,,Shatter,,"{'REQ_MINION_TARGET': 0, 'REQ_FROZEN_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",MAGE,,COMMON,OG,,,Destroy a <b>Frozen</b> minion.,SPELL
Leo Che,3.0,True,3.0,,"[100, 800, 20, 100]",,ALLIANCE,"Mind Control technology is getting better, but that's not saying much.",3.0,,,EX1_085,['BATTLECRY'],Mind Control Tech,,,NEUTRAL,,RARE,EXPERT1,,,"<b>Battlecry:</b> If your opponent has 4 or more minions, take control of one at random.",MINION
Markus Erdt,,True,4.0,,"[40, 400, 5, 50]",,,"""Reforestation"" is suddenly a terrifying word.",,,,EX1_158,,Soul of the Forest,,,DRUID,,COMMON,EXPERT1,,,"Give your minions ""<b>Deathrattle:</b> Summon a 2/2 Treant.""",SPELL
Jim Nelson,5.0,True,5.0,,"[400, 1600, 100, 400]",,,Join the Argent Crusade!  We have attractive tabards and you get to carry really nice swords!,4.0,,,AT_113,['INSPIRE'],Recruiter,,,NEUTRAL,,EPIC,TGT,,,<b>Inspire:</b> Add a 2/2 Squire to your hand.,MINION
Matt Cavotta,,True,1.0,,"[100, 800, 20, 100]",,,Easily worth 50 DKP.,,,,EX1_409,,Upgrade!,,,WARRIOR,,RARE,EXPERT1,,,"If you have a weapon, give it +1/+1. Otherwise equip a 1/3 weapon.",SPELL
Slawomir Maniak,8.0,True,8.0,,"[400, 1600, 100, 400]",,,Banned from every all-you-can-eat buffet on Azeroth.,8.0,,,OG_308,,Giant Sand Worm,,,HUNTER,BEAST,EPIC,OG,,,"Whenever this attacks and kills a minion, it may attack again.",MINION
A.J. Nazzaro,0.0,True,1.0,,,,,Oh man! Runic omelettes are the best!,2.0,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",KAR_029,['DEATHRATTLE'],Runic Egg,,,NEUTRAL,,COMMON,KARA,,,<b>Deathrattle:</b> Draw a card.,MINION
Steve Prescott,2.0,True,3.0,,,,,"His imp gang likes to sneak into Stormwind to spraypaint ""Ragnaros Rulez"" on the Mage Tower.",4.0,"Unlocked in Molten Core, in the Blackrock Mountain adventure.","Crafting unlocked in Molten Core, in the Blackrock Mountain adventure.",BRM_006,,Imp Gang Boss,,,WARLOCK,DEMON,COMMON,BRM,,,"Whenever this minion takes damage, summon a 1/1 Imp.",MINION
Daren Bader,2.0,True,3.0,2.0,"[100, 800, 20, 100]",,,Perdition's Blade is Ragnaros's back-up weapon while Sulfuras is in the shop.,,,,EX1_133,"['BATTLECRY', 'COMBO']",Perdition's Blade,,{'REQ_TARGET_IF_AVAILABLE': 0},ROGUE,,RARE,EXPERT1,,Deal 1 damage.  Combo: 2 instead.,<b>Battlecry:</b> Deal 1 damage. <b>Combo:</b> Deal 2 instead.,WEAPON
Dan Brereton,,True,1.0,,"[40, 400, 5, 50]",,,2 out of 2 saplings recommend that you summon the saplings.,,,,AT_037,['CHOOSE_ONE'],Living Roots,,{'REQ_TARGET_TO_PLAY': 0},DRUID,,COMMON,TGT,,,<b>Choose One</b> - Deal $2 damage; or Summon two 1/1 Saplings.,SPELL
James Ryman,5.0,True,9.0,,"[1600, 3200, 400, 1600]",,,"Don't tell Soggoth, but in the future he gets totally owned by the Master's Glaive and his skull becomes a tourist attraction.",9.0,,,OG_340,"['TAUNT', 'CANT_BE_TARGETED_BY_SPELLS', 'CANT_BE_TARGETED_BY_HERO_POWERS']",Soggoth the Slitherer,,,NEUTRAL,,LEGENDARY,OG,,,"<b>Taunt</b>
Can't be targeted by spells or Hero Powers.",MINION
Todd Lockwood,5.0,True,6.0,,"[400, 1600, 100, 400]",,,"A veteran of a number of crusades, she is a force for light and goodness.  Her latest crusade is against goblin telemarketers.",5.0,,,AT_118,['BATTLECRY'],Grand Crusader,,,NEUTRAL,,EPIC,TGT,,,<b>Battlecry:</b> Add a random Paladin card to your hand.,MINION
Raven Mimura,,True,3.0,,"[40, 400, 5, 50]",,,Generally demons are pretty obvious and you don’t need a spell to sense them.,,,,EX1_317,,Sense Demons,,,WARLOCK,,COMMON,EXPERT1,,,Put 2 random Demons from your deck into your hand.,SPELL
Matt Dixon,,True,3.0,,"[100, 800, 20, 100]",,,Yoink!,,,,AT_033,,Burgle,,,ROGUE,,RARE,TGT,,,Add 2 random class cards to your hand <i>(from your opponent's class)</i>.,SPELL
Jakub Kasper,4.0,True,4.0,,"[400, 1600, 100, 400]",,,The crowd ALWAYS yells lethal.,4.0,,,AT_121,,Crowd Favorite,,,NEUTRAL,,EPIC,TGT,,,"Whenever you play a card with <b>Battlecry</b>, gain +1/+1.",MINION
Zoltan Boros,10.0,True,10.0,,"[40, 400, 5, 50]",,,"Rejected names: Forty-Foot Faceless, Big ol' No-face, Huge Creature Sans Face, Teddy.",10.0,,,OG_141,,Faceless Behemoth,,,NEUTRAL,,COMMON,OG,,,,MINION
Justin Sweet,,True,5.0,,"[100, 800, 20, 100]",,,C'mon Molten Giant!!,,,,EX1_365,,Holy Wrath,,{'REQ_TARGET_TO_PLAY': 0},PALADIN,,RARE,EXPERT1,,,Draw a card and deal damage equal to its cost.,SPELL
